"","id","X","Y","Z","Spit","Level","Code","Sitio","Area","Lot","Materia","Classe","Fragmentacao_Artefacto","Cortex","Peso","Espessura","Largura","Comprimento","Alteracao","Fogo","N_Esquirolas","Tipo_Retocado","Notas"
"1879","I18-2090",118.851997375488,126.193000793457,24.2730007171631,"1","4E","LITHIC","VB",TRUE,"LOT-181","Grauvaque","Fragmento",NA,NA,5.9,0,0,0,"Nenhuma",NA,NA,NA,NA
"1880","I18-2095",118.958999633789,126.065002441406,24.318000793457,"1","4E","LITHIC","VB",TRUE,"LOT-181","Grauvaque","Fragmento",NA,NA,4,0,0,0,"Nenhuma",NA,NA,NA,NA
"1881","I18-2097",118.972999572754,126.726997375488,24.2970008850098,"1","4E","LITHIC","VB",TRUE,"LOT-181","Silex","Fragmento",NA,NA,1.1,0,0,0,"Nenhuma",NA,NA,NA,NA
"1882","I18-2098",118.988998413086,126.667999267578,24.2919998168945,"1","4E","LITHIC","VB",TRUE,"LOT-181","Grauvaque","Fragmento",NA,NA,12.4,0,0,0,"Nenhuma",NA,NA,NA,NA
"1883","I18-2099",118.772003173828,126.838996887207,24.2679996490479,"1","4E","LITHIC","VB",TRUE,"LOT-181","Silex","Produto retocado",NA,"0%",7.4,9.38,29.18,29.48,"Nenhuma",NA,NA,"Entalhe",NA
"1884","I18-2100",118.912002563477,126.790000915527,24.2910003662109,"1","4E","LITHIC","VB",TRUE,"LOT-181","Silex","Fragmento",NA,NA,3.6,0,0,0,"Nenhuma",NA,NA,NA,NA
"1885","I18-2101",118.950996398926,126.472999572754,24.2679996490479,"1","4E","BUCKET","VB",TRUE,"LOT-40","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,5,NA,NA
"1886","I18-2101",118.950996398926,126.472999572754,24.2679996490479,"1","4E","BUCKET","VB",TRUE,"LOT-40","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,11,NA,NA
"1887","I18-2116",118.170997619629,126.186996459961,24.2299995422363,"1","4E","BUCKET","VB",TRUE,"LOT-40","Grauvaque","Fragmento",NA,NA,4.7,0,0,0,"Nenhuma",NA,NA,NA,NA
"1888","I18-2116",118.170997619629,126.186996459961,24.2299995422363,"1","4E","BUCKET","VB",TRUE,"LOT-40","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,11,NA,NA
"1889","I18-2116",118.170997619629,126.186996459961,24.2299995422363,"1","4E","BUCKET","VB",TRUE,"LOT-40","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,2,NA,NA
"1890","I18-2125",118.017997741699,126.439002990723,24.1959991455078,"2","4E","LITHIC","VB",TRUE,"LOT-181","Silex","Fragmento",NA,NA,4.2,0,0,0,"Nenhuma",NA,NA,NA,NA
"1891","I18-2129",118.037002563477,126.329002380371,24.2129993438721,"2","4E","LITHIC","VB",TRUE,"LOT-181","Grauvaque","Fragmento",NA,NA,3.2,0,0,0,"Nenhuma",NA,NA,NA,NA
"1892","I18-2140",118.216003417969,126.02799987793,24.2059993743896,"2","4E","LITHIC","VB",TRUE,"LOT-181","Grauvaque","Fragmento",NA,NA,6.4,0,0,0,"Nenhuma",NA,NA,NA,NA
"1893","I18-2151",118.392997741699,126.197998046875,24.2150001525879,"2","4E","LITHIC","VB",TRUE,"LOT-181","Silex","Núcleo",NA,"0%",11.2,12.22,25.1,32.86,"Nenhuma",NA,NA,NA,NA
"1894","I18-2155",118.266998291016,126.268997192383,24.2140007019043,"2","4E","LITHIC","VB",TRUE,"LOT-181","Silex","Fragmento Lasca","Proximal","0%",1.7,5.54,18.56,0,"Nenhuma",NA,NA,NA,NA
"1895","I18-2156",118.292999267578,126.276000976562,24.2250003814697,"2","4E","LITHIC","VB",TRUE,"LOT-181","Silex","Produto retocado",NA,"0%",2.2,4.96,15.08,23.19,"Nenhuma",NA,NA,"Buril sobre truncatura",NA
"1896","I18-2163",118.190002441406,126.523002624512,24.2099990844727,"2","4E","LITHIC","VB",TRUE,"LOT-181","Silex","Produto retocado",NA,"0%",2.3,4.34,13.73,27.31,"Nenhuma",NA,NA,"Raspadeira",NA
"1897","I18-2175",118.269996643066,126.142997741699,24.1940002441406,"2","4E","BUCKET","VB",TRUE,"LOT-238","Silex","Produto alongado",NA,"0%",0.6,3.61,9.9,18.48,"Nenhuma",NA,NA,NA,NA
"1898","I18-2175",118.269996643066,126.142997741699,24.1940002441406,"2","4E","BUCKET","VB",TRUE,"LOT-238","Silex","Produto alongado",NA,"0%",0.6,4.84,8.04,17.5,"Nenhuma",NA,NA,NA,NA
"1899","I18-2175",118.269996643066,126.142997741699,24.1940002441406,"2","4E","BUCKET","VB",TRUE,"LOT-238","Silex","Fragmento Lasca",NA,"0%",0,4.62,18.71,7.18,"Nenhuma",NA,NA,NA,NA
"1900","I18-2175",118.269996643066,126.142997741699,24.1940002441406,"2","4E","BUCKET","VB",TRUE,"LOT-238","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,2,NA,NA
"1901","I18-2175",118.269996643066,126.142997741699,24.1940002441406,"2","4E","BUCKET","VB",TRUE,"LOT-238","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,7,NA,NA
"1902","I18-2176",118.924003601074,126.892997741699,24.2590007781982,"2","4E","LITHIC","VB",TRUE,"LOT-236","Silex","Fragmento",NA,NA,27.2,0,0,0,"Nenhuma",NA,NA,NA,NA
"1903","I18-2177",118.21900177002,126.455001831055,24.1919994354248,"2","4E","LITHIC","VB",TRUE,"LOT-181","Grauvaque","Fragmento",NA,NA,97.1,0,0,0,"Nenhuma",NA,NA,NA,NA
"1904","I18-2182",118.30899810791,126.444000244141,24.2240009307861,"2","4E","LITHIC","VB",TRUE,"LOT-238","Grauvaque","Fragmento",NA,NA,21.7,0,0,0,"Nenhuma",NA,NA,NA,NA
"1905","I18-2183",118.331001281738,126.392997741699,24.2140007019043,"2","4E","LITHIC","VB",TRUE,"LOT-238","Silex","Fragmento Lasca","Proximal","0%",1.3,5.66,13.3,0,"Nenhuma",NA,NA,NA,NA
"1906","I18-2185",118.36499786377,126.261001586914,24.2040004730225,"2","4E","LITHIC","VB",TRUE,"LOT-238","Silex","Lasca",NA,"0%",2.8,5.47,17.41,20.76,"Nenhuma",NA,NA,NA,NA
"1907","I18-2195",118.168998718262,126.623001098633,24.1940002441406,"2","4E","LITHIC","VB",TRUE,"LOT-238","Silex","Lasca",NA,"0%",0.5,3.8,10.77,11.73,"Nenhuma",NA,NA,NA,NA
"1908","I18-2198",118.022003173828,126.612998962402,24.1770000457764,"2","4E","LITHIC","VB",TRUE,"LOT-181","Grauvaque","Fragmento",NA,NA,3,0,0,0,"Nenhuma",NA,NA,NA,NA
"1909","I18-2212",118.081001281738,126.63200378418,24.1860008239746,"2","4E","BUCKET","VB",TRUE,"LOT-238","Grauvaque","Fragmento",NA,NA,3.6,0,0,0,"Nenhuma",NA,NA,NA,NA
"1910","I18-2212",118.081001281738,126.63200378418,24.1860008239746,"2","4E","BUCKET","VB",TRUE,"LOT-238","Silex","Lasca",NA,"0%",0.5,2.16,10.52,16.14,"Nenhuma",NA,NA,NA,NA
"1911","I18-2212",118.081001281738,126.63200378418,24.1860008239746,"2","4E","BUCKET","VB",TRUE,"LOT-238","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,4,NA,NA
"1912","I18-2212",118.081001281738,126.63200378418,24.1860008239746,"2","4E","BUCKET","VB",TRUE,"LOT-238","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,2,NA,NA
"1913","I18-2213",118.023002624512,126.887001037598,24.201000213623,"2","4E","LITHIC","VB",TRUE,"LOT-238","Silex","Lasca",NA,"0%",1.7,9.1,10.47,20.76,"Nenhuma",NA,NA,NA,NA
"1914","I18-2214",118.053001403809,126.871002197266,24.2070007324219,"2","4E","LITHIC","VB",TRUE,"LOT-238","Grauvaque","Fragmento",NA,NA,5.4,0,0,0,"Nenhuma",NA,NA,NA,NA
"1915","I18-2226",118.195999145508,126.952003479004,24.2189998626709,"2","4E","LITHIC","VB",TRUE,"LOT-238","Silex","Fragmento produto alongado","Proximal","0%",0.4,2.96,9.65,0,"Nenhuma",NA,NA,NA,NA
"1916","I18-2227",118.206001281738,126.888999938965,24.2070007324219,"2","4E","LITHIC","VB",TRUE,"LOT-238","Silex","Produto alongado",NA,"0%",0.8,4.11,10.1,21.84,"Nenhuma",NA,NA,NA,NA
"1917","I18-2228",118.216003417969,126.86799621582,24.2049999237061,"2","4E","LITHIC","VB",TRUE,"LOT-238","Silex","Fragmento produto alongado","Outro","0%",0,1.87,8.12,0,"Nenhuma",NA,NA,NA,NA
"1918","I18-2230",118.342002868652,126.616996765137,24.2080001831055,"2","4E","LITHIC","VB",TRUE,"LOT-238","Silex","Fragmento de Núcleo",NA,"0%",4.1,10.69,0,0,"Nenhuma",NA,NA,NA,NA
"1919","I18-2237",118.384002685547,126.873001098633,24.2110004425049,"2","4E","LITHIC","VB",TRUE,"LOT-238","Grauvaque","Fragmento",NA,NA,94.7,0,0,0,"Nenhuma",NA,NA,NA,NA
"1920","I18-2242",118.411003112793,126.946998596191,24.2469997406006,"2","4E","LITHIC","VB",TRUE,"LOT-238","Silex","Fragmento",NA,NA,6.7,0,0,0,"Nenhuma",NA,NA,NA,NA
"1921","I18-2243",118.414001464844,126.846000671387,24.2129993438721,"2","4E","LITHIC","VB",TRUE,"LOT-238","Silex","Produto alongado",NA,"0%",0.8,3.62,10.98,21.27,"Nenhuma",NA,NA,NA,NA
"1922","I18-2246",118.380996704102,126.561996459961,24.2299995422363,"2","4E","LITHIC","VB",TRUE,"LOT-40","Silex","Fragmento",NA,NA,6.1,0,0,0,"Nenhuma",NA,NA,NA,NA
"1923","I18-2247",118.338996887207,126.975997924805,24.2089996337891,"2","4E","LITHIC","VB",TRUE,"LOT-181","Silex","Produto alongado",NA,"0%",3.9,7.49,18.72,43.32,"Nenhuma",NA,NA,NA,NA
"1924","I18-2255",118.444000244141,126.922996520996,24.2409992218018,"2","4E","LITHIC","VB",TRUE,"LOT-181","Silex","EMPN",NA,"0%",3.5,8.71,22.86,16.84,"Nenhuma",NA,NA,NA,NA
"1925","I18-2263",118.459999084473,126.903999328613,24.2439994812012,"2","4E","LITHIC","VB",TRUE,"LOT-181","Grauvaque","Fragmento",NA,NA,2.4,0,0,0,"Nenhuma",NA,NA,NA,NA
"1926","I18-2265",118.250999450684,126.975997924805,24.1870002746582,"2","4E","BUCKET","VB",TRUE,"LOT-40","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,4,NA,NA
"1927","I18-2265",118.250999450684,126.975997924805,24.1870002746582,"2","4E","BUCKET","VB",TRUE,"LOT-40","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,8,NA,NA
"1928","I18-2266",118.509002685547,126.772003173828,24.2369995117188,"2","4E","LITHIC","VB",TRUE,"LOT-40","Silex","Fragmento produto alongado","Proximal","0%",0.6,3.06,7.58,0,"Nenhuma",NA,NA,NA,NA
"1929","I18-2272",118.578002929688,126.754997253418,24.2409992218018,"2","4E","LITHIC","VB",TRUE,"LOT-40","Silex","Fragmento",NA,NA,2.9,0,0,0,"Nenhuma",NA,NA,NA,NA
"1930","I18-2274",118.498001098633,126.658996582031,24.2259998321533,"2","4E","LITHIC","VB",TRUE,"LOT-40","Silex","Fragmento",NA,NA,7.5,0,0,0,"Nenhuma",NA,NA,NA,NA
"1931","I18-2278",118.411003112793,126.427001953125,24.2259998321533,"2","4E","LITHIC","VB",TRUE,"LOT-238","Silex","Lasca",NA,"0%",1.5,4.91,12.71,18.19,"Nenhuma",NA,NA,NA,NA
"1932","I18-2280",118.555000305176,126.72200012207,24.2169990539551,"2","4E","LITHIC","VB",TRUE,"LOT-181","Grauvaque","Fragmento",NA,NA,7.6,0,0,0,"Nenhuma",NA,NA,NA,NA
"1933","I18-2282",118.536003112793,126.581001281738,24.2299995422363,"2","4E","LITHIC","VB",TRUE,"LOT-181","Silex","Fragmento",NA,NA,0.9,0,0,0,"Nenhuma",NA,NA,NA,NA
"1934","I18-2283",118.504997253418,126.587997436523,24.2369995117188,"2","4E","LITHIC","VB",TRUE,"LOT-236","Silex","Fragmento Lasca","Distal","0%",9.2,8.81,33.01,0,"Nenhuma",NA,NA,NA,NA
"1935","I18-2291",118.540000915527,126.511001586914,24.2399997711182,"2","4E","LITHIC","VB",TRUE,"LOT-181","Silex","Produto retocado",NA,"0%",15.1,7.54,23.73,28.8,"Nenhuma",NA,NA,"Raspadeira",NA
"1936","I18-2297",118.454002380371,126.41300201416,24.2119998931885,"2","4E","LITHIC","VB",TRUE,"LOT-236","Grauvaque","Fragmento",NA,NA,3.8,0,0,0,"Nenhuma",NA,NA,NA,NA
"1937","I18-2302",118.460998535156,126.307998657227,24.2089996337891,"2","4E","LITHIC","VB",TRUE,"LOT-181","Silex","Fragmento",NA,NA,9.3,0,0,0,"Nenhuma",NA,NA,NA,NA
"1938","I18-2304",118.452003479004,126.311996459961,24.2129993438721,"2","4E","LITHIC","VB",TRUE,"LOT-181","Grauvaque","Fragmento",NA,NA,3.8,0,0,0,"Nenhuma",NA,NA,NA,NA
"1939","I18-2310",118.401000976562,126.319000244141,24.2000007629395,"2","4E","BUCKET","VB",TRUE,"LOT-238","Silex","Lasca",NA,"0%",0.9,5.1,15.29,13.09,"Nenhuma",NA,NA,NA,NA
"1940","I18-2310",118.401000976562,126.319000244141,24.2000007629395,"2","4E","BUCKET","VB",TRUE,"LOT-238","Silex","Fragmento",NA,NA,0.9,0,0,0,"Nenhuma",NA,NA,NA,NA
"1941","I18-2310",118.401000976562,126.319000244141,24.2000007629395,"2","4E","BUCKET","VB",TRUE,"LOT-238","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,9,NA,NA
"1942","I18-2311",118.557998657227,126.38500213623,24.2110004425049,"2","4E","LITHIC","VB",TRUE,"LOT-181","Grauvaque","Fragmento",NA,NA,15.1,0,0,0,"Nenhuma",NA,NA,NA,NA
"1943","I18-2314",118.666999816895,126.221000671387,24.2469997406006,"2","4E","LITHIC","VB",TRUE,"LOT-181","Silex","Produto alongado",NA,"0%",1.3,3.12,12.96,31.26,"Nenhuma",NA,NA,NA,NA
"1944","I18-2318",118.71900177002,126.355003356934,24.238000869751,"2","4E","LITHIC","VB",TRUE,"LOT-181","Grauvaque","Fragmento",NA,NA,10.5,0,0,0,"Nenhuma",NA,NA,NA,NA
"1945","I18-2319",118.717002868652,126.286003112793,24.2360000610352,"2","4E","LITHIC","VB",TRUE,"LOT-181","Silex","Fragmento",NA,NA,1.5,0,0,0,"Patinado",NA,NA,NA,NA
"1946","I18-2325",118.980003356934,126.776000976562,24.2560005187988,"2","4E","LITHIC","VB",TRUE,"LOT-181","Calcedonia","Fragmento",NA,NA,14.9,0,0,0,"Nenhuma",NA,NA,NA,NA
"1947","I18-2327",118.600997924805,126.560997009277,24.2180004119873,"2","4E","LITHIC","VB",TRUE,"LOT-181","Silex","Produto alongado",NA,"0%",2.4,6.37,10.74,35.16,"Nenhuma",NA,NA,NA,NA
"1948","I18-2331",118.581001281738,126.446998596191,24.201000213623,"2","4E","BUCKET","VB",TRUE,"LOT-238","Grauvaque","Fragmento",NA,NA,2.6,0,0,0,"Nenhuma",NA,NA,NA,NA
"1949","I18-2331",118.581001281738,126.446998596191,24.201000213623,"2","4E","BUCKET","VB",TRUE,"LOT-238","Grauvaque","Fragmento",NA,NA,1,0,0,0,"Nenhuma",NA,NA,NA,NA
"1950","I18-2331",118.581001281738,126.446998596191,24.201000213623,"2","4E","BUCKET","VB",TRUE,"LOT-238","Silex","Lasca",NA,"0%",2.4,5.39,15.24,23.01,"Nenhuma",NA,NA,NA,NA
"1951","I18-2331",118.581001281738,126.446998596191,24.201000213623,"2","4E","BUCKET","VB",TRUE,"LOT-238","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,20,NA,NA
"1952","I18-2331",118.581001281738,126.446998596191,24.201000213623,"2","4E","BUCKET","VB",TRUE,"LOT-238","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,5,NA,NA
"1953","I18-2331",118.581001281738,126.446998596191,24.201000213623,"2","4E","BUCKET","VB",TRUE,"LOT-238","Silex","Produto retocado",NA,"0%",1.7,12.11,15.52,7.61,"Nenhuma",NA,NA,"Furador",NA
"1954","I18-2333",118.736999511719,126.296997070312,24.2229995727539,"2","4E","LITHIC","VB",TRUE,"LOT-181","Silex","Lasca",NA,"0%",1.3,5.07,21.28,11.25,"Nenhuma",NA,NA,NA,NA
"1955","I18-2335",118.73999786377,126.287002563477,24.2169990539551,"2","4E","LITHIC","VB",TRUE,"LOT-181","Silex","Fragmento",NA,NA,3.6,0,0,0,"Nenhuma",NA,NA,NA,NA
"1956","I18-2339",118.605003356934,126.598999023438,24.2180004119873,"2","4E","LITHIC","VB",TRUE,"LOT-181","Grauvaque","Lasca",NA,"0%",39.8,20.5,39.31,52.99,"Nenhuma",NA,NA,NA,NA
"1957","I18-2340",118.600997924805,126.512001037598,24.2110004425049,"2","4E","LITHIC","VB",TRUE,"LOT-181","Silex","Fragmento",NA,NA,5.3,0,0,0,"Nenhuma",NA,NA,NA,NA
"1958","I18-2342",118.596000671387,126.734001159668,24.2159996032715,"2","4E","LITHIC","VB",TRUE,"LOT-181","Outro","Fragmento",NA,NA,1.6,0,0,0,"Nenhuma",NA,NA,NA,"Óxido Ferro"
"1959","I18-2344",118.641998291016,126.699996948242,24.2169990539551,"2","4E","LITHIC","VB",TRUE,"LOT-181","Grauvaque","Fragmento",NA,NA,2.7,0,0,0,"Nenhuma",NA,NA,NA,NA
"1960","I18-2347",118.623001098633,126.652000427246,24.2000007629395,"2","4E","BUCKET","VB",TRUE,"LOT-238","Grauvaque","Manuport",NA,NA,1.1,0,0,0,"Nenhuma",NA,NA,NA,NA
"1961","I18-2347",118.623001098633,126.652000427246,24.2000007629395,"2","4E","BUCKET","VB",TRUE,"LOT-238","Silex","Fragmento Lasca","Outro","0%",0.6,3.14,15.96,0,"Nenhuma",NA,NA,NA,NA
"1962","I18-2347",118.623001098633,126.652000427246,24.2000007629395,"2","4E","BUCKET","VB",TRUE,"LOT-238","Silex","Lasca",NA,"0%",1,3.83,12.94,14.22,"Nenhuma",NA,NA,NA,NA
"1963","I18-2347",118.623001098633,126.652000427246,24.2000007629395,"2","4E","BUCKET","VB",TRUE,"LOT-238","Silex","Lasca",NA,"0%",0.6,2.81,11.17,17.1,"Nenhuma",NA,NA,NA,NA
"1964","I18-2347",118.623001098633,126.652000427246,24.2000007629395,"2","4E","BUCKET","VB",TRUE,"LOT-238","Silex","Fragmento",NA,NA,0.9,0,0,0,"Nenhuma",NA,NA,NA,NA
"1965","I18-2347",118.623001098633,126.652000427246,24.2000007629395,"2","4E","BUCKET","VB",TRUE,"LOT-238","Silex","Lasca",NA,"0%",0.7,6.31,6.32,16.35,"Nenhuma",NA,NA,NA,NA
"1966","I18-2347",118.623001098633,126.652000427246,24.2000007629395,"2","4E","BUCKET","VB",TRUE,"LOT-238","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,12,NA,NA
"1967","I18-2347",118.623001098633,126.652000427246,24.2000007629395,"2","4E","BUCKET","VB",TRUE,"LOT-238","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,6,NA,NA
"1968","I18-2347",118.623001098633,126.652000427246,24.2000007629395,"2","4E","BUCKET","VB",TRUE,"LOT-238","Silex","Lasca",NA,"0%",0.8,3.37,13.3,16.33,"Nenhuma",NA,NA,NA,NA
"1969","I18-2348",118.669998168945,126.698997497559,24.2189998626709,"2","4E","LITHIC","VB",TRUE,"LOT-238","Grauvaque","Fragmento",NA,NA,3.5,0,0,0,"Nenhuma",NA,NA,NA,NA
"1970","I18-2351",118.904998779297,126.977996826172,24.2339992523193,"2","4E","LITHIC","VB",TRUE,"LOT-238","Silex","Lasca",NA,"0%",3.2,9.37,13.51,25.85,"Nenhuma",NA,NA,NA,NA
"1971","I18-2354",118.553001403809,126.900001525879,24.2059993743896,"2","4E","LITHIC","VB",TRUE,"LOT-181","Silex","Produto retocado",NA,"0%",4.5,7.84,18.85,22.23,"Nenhuma",NA,NA,"Peça esquirolada",NA
"1972","I18-2355",118.50700378418,126.819000244141,24.2119998931885,"2","4E","LITHIC","VB",TRUE,"LOT-181","Grauvaque","Lasca",NA,"0%",21.9,12.01,37.09,41.77,"Nenhuma",NA,NA,NA,NA
"1973","I18-2357",118.629997253418,126.906997680664,24.2000007629395,"2","4E","BUCKET","VB",TRUE,"LOT-181","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,14,NA,NA
"1974","I18-2357",118.629997253418,126.906997680664,24.2000007629395,"2","4E","BUCKET","VB",TRUE,"LOT-181","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,5,NA,NA
"1975","I18-2357",118.629997253418,126.906997680664,24.2000007629395,"2","4E","BUCKET","VB",TRUE,"LOT-181","Silex","Lasca",NA,"0%",0,2.46,13.01,8.16,"Nenhuma",NA,NA,NA,NA
"1976","I18-2357",118.629997253418,126.906997680664,24.2000007629395,"2","4E","BUCKET","VB",TRUE,"LOT-181","Silex","Lasca",NA,"0%",0.7,3.87,10.27,14.97,"Nenhuma",NA,NA,NA,NA
"1977","I18-2357",118.629997253418,126.906997680664,24.2000007629395,"2","4E","BUCKET","VB",TRUE,"LOT-181","Silex","Lasca",NA,"0%",1,5.43,13.2,21.14,"Nenhuma",NA,NA,NA,NA
"1978","I18-2366",118.008003234863,126.554000854492,24.1439990997314,"3","4E","BUCKET","VB",TRUE,"LOT-238","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,10,NA,NA
"1979","I18-2366",118.008003234863,126.554000854492,24.1439990997314,"3","4E","BUCKET","VB",TRUE,"LOT-238","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,2,NA,NA
"1980","I18-2371",118.259002685547,126.598999023438,24.1889991760254,"3","4E","LITHIC","VB",TRUE,"LOT-238","Grauvaque","Fragmento",NA,NA,0.8,0,0,0,"Nenhuma",NA,NA,NA,NA
"1981","I18-2380",118.297996520996,126.712997436523,24.1690006256104,"3","4E","LITHIC","VB",TRUE,"LOT-238","Grauvaque","Fragmento",NA,NA,3.3,0,0,0,"Nenhuma",NA,NA,NA,NA
"1982","I18-2382",118.321998596191,126.724998474121,24.1609992980957,"3","4E","LITHIC","VB",TRUE,"LOT-40","Grauvaque","Fragmento Lasca","Distal","0%",0.8,3.91,12.26,0,"Nenhuma",NA,NA,NA,NA
"1983","I18-2396",118.293998718262,126.761001586914,24.1490001678467,"3","4E","BUCKET","VB",TRUE,"LOT-181","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,2,NA,NA
"1984","I18-2396",118.293998718262,126.761001586914,24.1490001678467,"3","4E","BUCKET","VB",TRUE,"LOT-181","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,6,NA,NA
"1985","I18-2400",118.410003662109,126.646003723145,24.1889991760254,"3","4E","LITHIC","VB",TRUE,"LOT-238","Calcedonia","Lasca",NA,"0%",1.4,5.52,19.68,10.33,"Nenhuma",NA,NA,NA,NA
"1986","I18-2401",118.342002868652,126.484001159668,24.1800003051758,"3","4E","LITHIC","VB",TRUE,"LOT-238","Grauvaque","Fragmento produto alongado","Distal","0%",3.1,6.87,17.33,0,"Nenhuma",NA,NA,NA,NA
"1987","I18-2402",118.203002929688,126.845001220703,24.1469993591309,"3","4E","LITHIC","VB",TRUE,"LOT-238","Grauvaque","Fragmento",NA,NA,1.5,0,0,0,"Nenhuma",NA,NA,NA,NA
"1988","I18-2418",118.127998352051,126.454002380371,24.1469993591309,"3","4E","BUCKET","VB",TRUE,"LOT-40","Grauvaque","Lasca",NA,"0%",16.5,19.14,22.9,42.26,"Nenhuma",NA,NA,NA,NA
"1989","I18-2418",118.127998352051,126.454002380371,24.1469993591309,"3","4E","BUCKET","VB",TRUE,"LOT-40","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,14,NA,NA
"1990","I18-2418",118.127998352051,126.454002380371,24.1469993591309,"3","4E","BUCKET","VB",TRUE,"LOT-40","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,5,NA,NA
"1991","I18-2422",118.403999328613,126.073997497559,24.1909999847412,"3","4E","LITHIC","VB",TRUE,"LOT-236","Silex","Lasca",NA,"0%",0.6,2.64,12.03,17.15,"Nenhuma",NA,NA,NA,NA
"1992","I18-2430",118.416999816895,126.264999389648,24.1609992980957,"3","4E","LITHIC","VB",TRUE,"LOT-236","Grauvaque","Fragmento",NA,NA,1.7,0,0,0,"Nenhuma",NA,NA,NA,NA
"1993","I18-2432",118.438003540039,126.324996948242,24.1669998168945,"3","4E","LITHIC","VB",TRUE,"LOT-236","Grauvaque","Fragmento",NA,NA,15,0,0,0,"Nenhuma",NA,NA,NA,NA
"1994","I18-2439",118.47200012207,126.491996765137,24.1669998168945,"3","4E","LITHIC","VB",TRUE,"LOT-236","Silex","Fragmento",NA,NA,0.7,0,0,0,"Nenhuma",NA,NA,NA,NA
"1995","I18-2442",118.426002502441,126.708000183105,24.1730003356934,"3","4E","LITHIC","VB",TRUE,"LOT-236","Silex","Produto alongado",NA,"0%",2.5,4.26,15.24,34.39,"Nenhuma",NA,NA,NA,NA
"1996","I18-2450",118.543998718262,126.748001098633,24.2169990539551,"3","4E","LITHIC","VB",TRUE,"LOT-236","Grauvaque","Fragmento",NA,NA,110.6,0,0,0,"Nenhuma",NA,NA,NA,NA
"1997","I18-2460",118.531997680664,126.83699798584,24.1660003662109,"3","4E","LITHIC","VB",TRUE,"LOT-40","Silex","Lasca",NA,"0%",1.2,3.86,18.93,14.11,"Nenhuma",NA,NA,NA,NA
"1998","I18-2468",118.540000915527,126.666000366211,24.1730003356934,"3","4E","LITHIC","VB",TRUE,"LOT-40","Silex","Fragmento",NA,NA,3.8,0,0,0,"Nenhuma",NA,NA,NA,NA
"1999","I18-2472",118.58699798584,126.73999786377,24.1849994659424,"3","4E","LITHIC","VB",TRUE,"LOT-40","Silex","Fragmento de Núcleo",NA,"0%",15.9,18.55,0,0,"Nenhuma",NA,NA,NA,NA
"2000","I18-2473",118.554000854492,126.834999084473,24.1889991760254,"3","4E","LITHIC","VB",TRUE,"LOT-40","Silex","Lasca",NA,"0%",7.2,13.74,18.29,40.86,"Nenhuma",NA,NA,NA,NA
"2001","I18-2485",118.636001586914,126.698997497559,24.2129993438721,"3","4E","LITHIC","VB",TRUE,"LOT-236","Silex","Lasca",NA,"0%",2.5,6.32,19.53,23.09,"Nenhuma",NA,NA,NA,NA
"2002","I18-2486",118.585998535156,126.55899810791,24.1940002441406,"3","4E","LITHIC","VB",TRUE,"LOT-236","Silex","Fragmento",NA,NA,10.2,0,0,0,"Nenhuma",NA,NA,NA,NA
"2003","I18-2488",118.56600189209,126.889999389648,24.17799949646,"3","4E","LITHIC","VB",TRUE,"LOT-236","Silex","Fragmento",NA,NA,5.5,0,0,0,"Nenhuma",NA,NA,NA,NA
"2004","I18-2489",118.65299987793,126.763999938965,24.201000213623,"3","4E","LITHIC","VB",TRUE,"LOT-236","Silex","Fragmento Lasca","Distal","0%",0.8,3.08,17.17,0,"Nenhuma",NA,NA,NA,NA
"2005","I18-2490",118.621002197266,126.782997131348,24.1730003356934,"3","4E","LITHIC","VB",TRUE,"LOT-236","Silex","Lasca",NA,"0%",0.7,2.71,10.06,18.08,"Nenhuma",NA,NA,NA,NA
